0,360.2171,3
1,360.8768,3
2,363.5573,3
3,364.2171,3
4,364.2292,3
5,364.8889,3
6,364.889,3
7,365.5487,3
8,366.2084,3
9,367.5573,3
10,368.2292,3
11,368.889,3
12,368.9011,3
13,369.5487,3
14,369.5608,3
15,369.5609,3
16,370.2206,3
17,370.8803,3
18,371.5401,3
19,372.2292,3
20,372.889,3
21,372.9011,3
22,373.5608,3
23,373.5609,3
24,373.573,3
25,374.2206,3
26,374.2327,3
27,374.2328,3
28,374.8803,3
29,374.8925,3
30,375.5522,3
31,376.212,3
32,376.2292,3
33,376.9011,3
34,377.5608,3
35,377.5609,3
36,377.573,3
37,378.2206,3
38,378.2327,3
39,378.2328,3
40,378.2449,3
41,378.8925,3
42,378.9046,3
43,379.5522,3
44,379.5643,3
45,379.5644,3
46,380.212,3
47,380.2241,3
48,380.8838,3
49,380.8839,3
50,380.9011,3
51,381.5609,3
52,381.573,3
53,382.2327,3
54,382.2328,3
55,382.2449,3
56,382.8925,3
57,382.9046,3
58,382.9047,3
59,382.9167,3
60,382.9168,3
61,383.5522,3
62,383.5643,3
63,383.5644,3
64,383.5765,3
65,384.2241,3
66,384.2362,3
67,384.2363,3
68,384.8838,3
69,384.8839,3
70,384.896,3
71,385.5557,3
72,385.5558,3
73,385.5608,3
74,385.573,3
75,386.2155,3
76,386.2206,3
77,386.2327,3
78,386.2328,3
79,386.2449,3
80,386.8925,3
81,386.9046,3
82,386.9047,3
83,386.9167,3
84,386.9168,3
85,387.5644,3
86,387.5765,3
87,387.5886,3
88,388.2241,3
89,388.2362,3
90,388.2363,3
91,388.2484,3
92,388.8839,3
93,388.896,3
94,388.9011,3
95,388.9081,3
96,388.9082,3
97,389.5557,3
98,389.5558,3
99,389.5608,3
100,389.5679,3
101,389.573,3
102,390.2276,3
103,390.2277,3
104,390.2327,3
105,390.2449,3
106,390.8874,3
107,390.8925,3
108,390.9046,3
109,390.9047,3
110,390.9167,3
111,390.9168,3
112,391.5522,3
113,391.5644,3
114,391.5765,3
115,391.5886,3
116,391.5887,3
117,392.2241,3
118,392.2362,3
119,392.2363,3
120,392.2484,3
121,392.2605,3
122,392.896,3
123,392.9011,3
124,392.9081,3
125,392.9082,3
126,392.9202,3
127,392.9203,3
128,393.5557,3
129,393.5558,3
130,393.5679,3
131,393.573,3
132,393.58,3
133,393.5801,3
134,394.2276,3
135,394.2277,3
136,394.2327,3
137,394.2397,3
138,394.2398,3
139,394.2449,3
140,394.8874,3
141,394.8925,3
142,394.8995,3
143,394.8996,3
144,394.9046,3
145,394.9168,3
146,395.5592,3
147,395.5593,3
148,395.5643,3
149,395.5644,3
150,395.5765,3
151,395.5886,3
152,395.5887,3
153,396.2241,3
154,396.2363,3
155,396.2484,3
156,396.2605,3
157,396.8838,3
158,396.896,3
159,396.9081,3
160,396.9082,3
161,396.9202,3
162,396.9203,3
163,396.9324,3
164,397.5558,3
165,397.5679,3
166,397.573,3
167,397.58,3
168,397.5801,3
169,397.5921,3
170,397.5922,3
171,398.2276,3
172,398.2277,3
173,398.2327,3
174,398.2397,3
175,398.2398,3
176,398.2449,3
177,398.2519,3
178,398.8995,3
179,398.8996,3
180,398.9046,3
181,398.9116,3
182,398.9117,3
183,398.9167,3
184,398.9168,3
185,399.5592,3
186,399.5593,3
187,399.5644,3
188,399.5714,3
189,399.5765,3
190,399.5886,3
191,399.5887,3
192,400.2241,3
193,400.2311,3
194,400.2312,3
195,400.2362,3
196,400.2363,3
197,400.2484,3
198,400.2605,3
199,400.2606,3
200,400.8909,3
201,400.896,3
202,400.9081,3
203,400.9082,3
204,400.9203,3
205,400.9324,3
206,401.5557,3
207,401.5679,3
208,401.573,3
209,401.58,3
210,401.5801,3
211,401.5921,3
212,401.5922,3
213,401.6043,3
214,402.2155,3
215,402.2276,3
216,402.2277,3
217,402.2398,3
218,402.2449,3
219,402.2519,3
220,402.264,3
221,402.2641,3
222,402.8995,3
223,402.8996,3
224,402.9046,3
225,402.9116,3
226,402.9117,3
227,402.9167,3
228,402.9168,3
229,402.9238,3
230,403.5593,3
231,403.5644,3
232,403.5714,3
233,403.5765,3
234,403.5835,3
235,403.5836,3
236,403.5886,3
237,403.5887,3
238,404.2311,3
239,404.2312,3
240,404.2362,3
241,404.2363,3
242,404.2433,3
243,404.2484,3
244,404.2605,3
245,404.2606,3
246,404.896,3
247,404.903,3
248,404.9031,3
249,404.9081,3
250,404.9082,3
251,404.9203,3
252,404.9324,3
253,405.5557,3
254,405.5628,3
255,405.5679,3
256,405.58,3
257,405.5801,3
258,405.5921,3
259,405.5922,3
260,405.6043,3
261,406.2276,3
262,406.2398,3
263,406.2449,3
264,406.2519,3
265,406.264,3
266,406.2641,3
267,406.8874,3
268,406.8995,3
269,406.8996,3
