0,364.2292,3
1,364.8889,3
2,368.2292,3
3,368.9011,3
4,369.5608,3
5,370.2206,3
6,372.9011,3
7,373.5608,3
8,373.573,3
9,374.2327,3
10,374.8925,3
11,375.5522,3
12,376.9011,3
13,377.573,3
14,378.2327,3
15,378.2449,3
16,378.8925,3
17,378.9046,3
18,379.5643,3
19,379.5644,3
20,380.2241,3
21,380.8838,3
22,381.573,3
23,382.2327,3
24,382.2449,3
25,382.9046,3
26,382.9167,3
27,382.9168,3
28,383.5643,3
29,383.5644,3
30,383.5765,3
31,384.2241,3
32,384.2362,3
33,384.2363,3
34,384.896,3
35,385.5557,3
36,385.573,3
37,386.2449,3
38,386.9046,3
39,386.9167,3
40,386.9168,3
41,387.5644,3
42,387.5765,3
43,387.5886,3
44,388.2362,3
45,388.2363,3
46,388.2484,3
47,388.896,3
48,388.9081,3
49,388.9082,3
50,389.5557,3
51,389.5679,3
52,389.573,3
53,390.2276,3
54,390.2327,3
55,390.2449,3
56,390.9046,3
57,390.9167,3
58,390.9168,3
59,391.5765,3
60,391.5886,3
61,391.5887,3
62,392.2362,3
63,392.2363,3
64,392.2484,3
65,392.2605,3
66,392.896,3
67,392.9081,3
68,392.9082,3
69,392.9202,3
70,392.9203,3
71,393.5679,3
72,393.573,3
73,393.58,3
74,393.5801,3
75,394.2276,3
76,394.2397,3
77,394.2398,3
78,394.2449,3
79,394.8995,3
80,394.9046,3
81,394.9168,3
82,395.5592,3
83,395.5643,3
84,395.5765,3
85,395.5886,3
86,395.5887,3
87,396.2363,3
88,396.2484,3
89,396.2605,3
90,396.9081,3
91,396.9082,3
92,396.9202,3
93,396.9203,3
94,396.9324,3
95,397.5679,3
96,397.58,3
97,397.5801,3
98,397.5921,3
99,397.5922,3
100,398.2276,3
101,398.2397,3
102,398.2398,3
103,398.2449,3
104,398.2519,3
105,398.8995,3
106,398.9046,3
107,398.9116,3
108,398.9117,3
109,398.9167,3
110,398.9168,3
111,399.5714,3
112,399.5765,3
113,399.5886,3
114,399.5887,3
115,400.2311,3
116,400.2362,3
117,400.2484,3
118,400.2605,3
119,400.2606,3
120,400.896,3
121,400.9081,3
122,400.9082,3
123,400.9203,3
124,400.9324,3
125,401.5679,3
126,401.58,3
127,401.5801,3
128,401.5921,3
129,401.5922,3
130,401.6043,3
131,402.2398,3
132,402.2449,3
133,402.2519,3
134,402.264,3
135,402.2641,3
136,402.8995,3
137,402.9116,3
138,402.9117,3
139,402.9167,3
140,402.9168,3
141,402.9238,3
142,403.5714,3
143,403.5765,3
144,403.5835,3
145,403.5836,3
146,403.5886,3
147,403.5887,3
148,404.2311,3
149,404.2362,3
150,404.2433,3
151,404.2484,3
152,404.2605,3
153,404.2606,3
154,404.903,3
155,404.9081,3
156,404.9203,3
157,404.9324,3
158,405.5679,3
159,405.58,3
160,405.5801,3
161,405.5921,3
162,405.5922,3
163,405.6043,3
164,406.2276,3
